pitch_name,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,stand,sz_top,sz_bot,swing
4-Seam Fastball,6.5,-2.7,54.04,6.11,93.4,2289.0,208.0,0.7,2.88,-0.33,1.59,1,1,0,0,0,0,R,3.33,1.59,1
Knuckle Curve,6.5,-2.68,53.97,5.98,82.0,2530.0,32.0,0.43,0.66,0.33,-1.14,0,1,0,0,0,0,R,3.35,1.61,0
4-Seam Fastball,6.3,-2.6,54.18,6.05,93.6,2349.0,206.0,0.57,1.87,-0.44,1.55,0,0,0,0,0,0,R,3.41,1.71,0
Knuckle Curve,6.5,-2.92,53.97,5.9,82.7,2480.0,34.0,0.33,2.07,0.38,-0.39,0,2,0,0,1,0,L,3.51,1.67,1
Knuckle Curve,6.6,-2.83,53.95,5.89,81.3,2407.0,41.0,0.46,0.74,0.27,-0.9,0,2,0,0,1,0,L,3.51,1.67,1
4-Seam Fastball,6.5,-2.9,54.0,6.08,92.4,2383.0,213.0,-0.72,3.02,-0.43,1.55,0,1,0,0,1,0,L,3.69,1.74,0
4-Seam Fastball,6.5,-2.74,54.0,6.09,92.2,2364.0,207.0,-0.11,2.2,-0.23,1.53,0,0,0,0,1,0,L,3.52,1.77,0
Changeup,6.5,-2.96,53.95,5.9,81.7,1448.0,227.0,-0.35,2.3,-1.03,0.45,3,1,0,0,0,0,R,3.54,1.7,1
4-Seam Fastball,6.8,-2.7,53.74,6.05,92.5,2258.0,210.0,0.56,1.57,-0.37,1.43,3,0,0,0,0,0,R,3.62,1.74,0
Changeup,6.7,-3.02,53.79,5.92,81.5,1431.0,222.0,0.58,3.22,-0.28,0.88,2,0,0,0,0,0,R,3.56,1.74,0
Knuckle Curve,6.6,-2.82,53.94,5.96,81.3,2490.0,35.0,0.71,1.25,0.26,-0.81,1,0,0,0,0,0,R,3.62,1.77,0
4-Seam Fastball,6.7,-2.59,53.76,6.04,92.4,2320.0,208.0,0.31,1.33,-0.43,1.43,0,0,0,0,0,0,R,3.85,1.8,0
Knuckle Curve,6.6,-2.91,53.95,5.78,81.7,2489.0,47.0,-0.59,1.73,0.54,-1.04,3,2,0,0,0,2,L,3.42,1.67,1
Knuckle Curve,6.6,-2.77,53.9,5.78,82.9,2500.0,24.0,1.19,0.04,0.29,-1.01,2,2,0,0,0,2,L,3.52,1.74,0
Knuckle Curve,6.6,-2.87,53.91,5.84,82.0,2530.0,34.0,-0.27,0.36,0.36,-0.94,1,2,0,0,0,2,L,3.56,1.77,0
4-Seam Fastball,6.5,-2.78,53.99,6.02,92.0,2442.0,206.0,-0.02,2.54,-0.29,1.42,1,1,0,0,0,2,L,3.42,1.67,1
Cutter,6.5,-3.06,54.02,5.81,90.0,2368.0,204.0,-0.58,2.35,0.07,0.69,1,0,0,0,0,2,L,3.42,1.67,1
Knuckle Curve,6.5,-2.9,53.97,5.95,81.2,2490.0,38.0,-0.55,0.8,0.22,-0.77,0,0,0,0,0,2,L,3.56,1.74,0
Changeup,6.8,-3.03,53.73,5.72,83.2,1406.0,227.0,0.34,1.17,-1.0,0.15,2,2,0,0,0,1,L,3.5,1.63,1
4-Seam Fastball,6.7,-2.83,53.75,5.92,92.2,2275.0,208.0,-0.41,1.43,-0.3,1.38,1,2,0,0,0,1,L,3.59,1.61,0
Changeup,6.8,-2.86,53.75,5.9,83.5,1355.0,209.0,0.24,3.91,0.74,1.55,1,1,0,0,0,1,L,3.5,1.63,1
4-Seam Fastball,6.5,-2.82,54.03,6.04,92.3,2320.0,207.0,-0.79,2.91,-0.31,1.46,1,0,0,0,0,1,L,3.66,1.61,0
4-Seam Fastball,6.6,-2.64,53.88,6.06,91.8,2315.0,206.0,0.7,1.25,-0.41,1.41,0,0,0,0,0,1,L,3.79,1.77,0
Knuckle Curve,6.4,-2.78,54.12,6.11,81.2,2495.0,40.0,-0.56,2.39,0.24,-0.87,0,0,0,0,0,0,R,3.51,1.66,1
Knuckle Curve,6.6,-2.8,53.87,5.79,83.1,2451.0,42.0,0.44,0.75,0.39,-0.91,1,2,0,0,0,2,L,3.45,1.64,1
Knuckle Curve,6.6,-2.7,53.9,5.88,83.5,2462.0,39.0,0.66,0.04,0.27,-0.91,0,2,0,0,0,2,L,3.62,1.67,0
4-Seam Fastball,6.7,-2.72,53.78,5.98,93.4,2402.0,211.0,0.17,1.76,-0.55,1.5,0,1,0,0,0,2,L,3.56,1.61,0
4-Seam Fastball,6.8,-2.72,53.73,5.99,94.0,2468.0,207.0,-0.96,2.04,-0.58,1.55,0,0,0,0,0,2,L,3.59,1.67,0
4-Seam Fastball,6.7,-2.64,53.83,5.89,93.7,2418.0,210.0,0.26,1.45,-0.47,1.45,3,2,0,0,0,1,L,3.1,1.44,0
4-Seam Fastball,6.8,-2.8,53.71,5.94,93.6,2423.0,205.0,-0.97,2.52,-0.39,1.45,3,2,0,0,0,1,L,2.97,1.34,1
Knuckle Curve,6.7,-2.77,53.84,5.78,83.8,2518.0,35.0,1.41,-0.5,0.14,-0.74,2,2,0,0,0,1,L,3.1,1.41,0
Knuckle Curve,6.6,-2.79,53.9,5.79,82.6,2512.0,41.0,0.54,0.52,0.47,-1.08,1,2,0,0,0,1,L,3.06,1.48,0
Changeup,6.7,-2.81,53.84,5.8,86.2,1556.0,217.0,-0.24,1.79,-1.17,0.42,1,1,0,0,0,1,L,2.97,1.34,1
4-Seam Fastball,6.7,-2.71,53.83,6.01,93.3,2352.0,207.0,-1.74,3.02,-0.27,1.41,0,1,0,0,0,1,L,3.13,1.44,0
4-Seam Fastball,6.6,-2.54,53.89,5.99,93.3,2239.0,209.0,0.38,3.19,-0.22,1.5,0,0,0,0,0,1,L,2.97,1.34,1
Changeup,6.8,-2.86,53.65,5.74,84.0,1422.0,228.0,-0.68,1.59,-1.01,0.19,3,2,0,0,0,0,R,3.29,1.49,1
4-Seam Fastball,6.8,-2.65,53.75,5.98,94.0,2356.0,204.0,-0.12,2.03,-0.26,1.54,3,2,0,0,0,0,R,3.29,1.49,1
Changeup,6.8,-2.86,53.66,5.74,85.4,1531.0,230.0,0.98,0.34,-0.93,0.47,2,2,0,0,0,0,R,3.36,1.64,0
Changeup,6.7,-2.84,53.79,5.78,83.8,1477.0,223.0,-0.17,2.31,-1.21,0.25,2,2,0,0,0,0,R,3.29,1.49,1
Changeup,6.8,-2.79,53.72,5.8,85.5,1522.0,217.0,-0.72,2.09,-1.11,0.35,2,2,0,0,0,0,R,3.29,1.49,1
Knuckle Curve,6.6,-2.8,53.93,5.79,82.5,2450.0,38.0,0.81,0.61,0.24,-0.78,1,2,0,0,0,0,R,3.28,1.51,0
Changeup,6.6,-2.8,53.95,5.91,84.4,1461.0,219.0,0.01,1.04,-1.04,0.36,1,1,0,0,0,0,R,3.29,1.49,1
Slider,6.6,-2.75,53.9,5.85,87.1,2469.0,127.0,0.42,1.66,0.37,0.04,0,1,0,0,0,0,R,3.26,1.61,0
Changeup,6.8,-2.84,53.65,5.89,84.2,1530.0,227.0,-0.31,1.92,-1.16,0.38,0,0,0,0,0,0,R,3.06,1.54,0
4-Seam Fastball,6.7,-2.67,53.83,5.96,94.0,2422.0,207.0,-0.42,3.34,-0.3,1.5,3,2,0,0,0,2,L,3.59,1.77,0
Knuckle Curve,6.6,-2.74,53.92,5.82,82.7,2471.0,36.0,0.84,0.2,0.36,-0.98,2,2,0,0,0,2,L,3.52,1.64,0
4-Seam Fastball,6.6,-2.72,53.9,5.96,93.0,2440.0,202.0,0.74,3.68,-0.32,1.45,1,2,0,0,0,2,L,3.59,1.71,0
Knuckle Curve,6.4,-2.84,54.14,5.82,82.5,2472.0,41.0,-0.01,2.07,0.49,-0.98,1,1,0,0,0,2,L,3.38,1.62,1
Changeup,6.5,-2.99,53.96,5.75,84.5,1496.0,221.0,-0.74,2.21,-1.09,0.15,1,0,0,0,0,2,L,3.56,1.71,0
Knuckle Curve,6.5,-2.81,54.01,5.86,82.8,2470.0,32.0,0.9,0.22,0.2,-0.8,0,0,0,0,0,2,L,3.59,1.77,0
Knuckle Curve,6.6,-2.78,53.87,5.76,83.3,2397.0,34.0,0.73,1.31,0.08,-0.61,1,2,0,0,0,1,L,3.51,1.67,1
Changeup,6.6,-2.9,53.85,5.78,86.1,1533.0,227.0,-1.08,2.13,-1.08,0.33,1,1,0,0,0,1,L,3.51,1.67,1
Knuckle Curve,6.4,-2.8,54.09,5.89,83.8,2469.0,34.0,1.02,0.67,0.19,-0.56,0,1,0,0,0,1,L,3.75,1.77,0
4-Seam Fastball,6.6,-2.6,53.93,6.03,92.9,2350.0,203.0,0.0,2.1,-0.07,1.46,0,0,0,0,0,1,L,3.72,1.84,0
4-Seam Fastball,6.7,-2.57,53.77,5.97,94.4,2338.0,208.0,0.5,2.5,-0.24,1.39,3,2,0,0,0,0,R,3.56,1.74,0
Knuckle Curve,6.5,-2.74,54.04,5.81,83.0,2481.0,35.0,-0.45,0.74,0.22,-0.8,2,2,0,0,0,0,R,3.62,1.8,0
Changeup,6.5,-2.84,54.03,5.81,84.3,1583.0,226.0,-0.49,2.05,-0.98,0.24,2,1,0,0,0,0,R,3.54,1.7,1
Knuckle Curve,6.4,-2.64,54.09,5.93,82.9,2523.0,40.0,0.23,0.86,0.33,-0.99,1,1,0,0,0,0,R,3.69,1.74,0
4-Seam Fastball,6.5,-2.66,53.98,5.97,93.2,2429.0,207.0,-0.39,1.34,-0.41,1.49,0,1,0,0,0,0,R,3.66,1.77,0
Knuckle Curve,6.5,-2.65,53.97,5.98,82.2,2470.0,36.0,1.12,0.86,0.26,-0.79,0,0,0,0,0,0,R,3.54,1.7,1
Knuckle Curve,6.5,-2.76,54.04,5.83,84.3,2512.0,46.0,0.81,2.57,0.29,-0.55,0,1,0,0,1,2,L,3.42,1.67,1
4-Seam Fastball,6.7,-2.77,53.85,5.94,94.3,2421.0,209.0,0.68,1.82,-0.68,1.35,0,0,0,0,1,2,L,3.59,1.74,0
Changeup,6.6,-2.9,53.93,5.83,86.4,1620.0,225.0,-1.02,2.32,-1.15,0.16,1,0,0,0,1,1,L,3.5,1.63,1
Changeup,6.5,-3.03,54.0,5.75,86.7,1633.0,225.0,-1.2,1.8,-1.1,0.15,0,0,0,0,1,1,L,3.69,1.67,0
4-Seam Fastball,6.6,-2.83,53.91,5.92,92.9,2173.0,210.0,-0.91,2.4,-0.25,1.32,1,2,0,0,1,0,R,3.52,1.74,0
4-Seam Fastball,6.5,-2.53,53.99,6.16,92.9,2196.0,201.0,0.57,4.67,-0.1,1.18,0,2,0,0,1,0,R,3.69,1.71,0
4-Seam Fastball,6.5,-2.76,54.0,6.0,93.3,2406.0,206.0,-1.03,2.82,-0.53,1.47,0,1,0,0,1,0,R,3.51,1.66,1
Knuckle Curve,6.3,-2.74,54.19,6.01,83.0,2534.0,40.0,0.03,2.66,0.24,-0.46,0,0,0,0,1,0,R,3.51,1.66,1
Changeup,6.7,-2.95,53.83,5.8,84.8,1519.0,229.0,-0.17,1.58,-1.14,0.58,1,1,0,0,0,0,L,3.45,1.64,1
Changeup,6.6,-3.0,53.95,5.85,84.5,1554.0,222.0,-0.82,1.58,-1.23,0.52,0,1,0,0,0,0,L,3.56,1.74,0
4-Seam Fastball,6.4,-2.59,54.06,6.06,92.8,2423.0,206.0,-0.41,2.29,-0.47,1.66,0,0,0,0,0,0,L,3.62,1.71,0
4-Seam Fastball,6.6,-2.82,53.92,5.92,92.9,2365.0,213.0,0.11,2.99,-0.43,1.55,2,1,0,0,0,2,L,2.97,1.34,1
Changeup,6.5,-3.01,54.03,5.73,84.2,1450.0,226.0,0.58,0.45,-0.97,0.24,1,1,0,0,0,2,L,3.16,1.48,0
Changeup,6.7,-2.98,53.83,5.83,84.5,1494.0,229.0,0.29,1.56,-0.92,0.03,1,0,0,0,0,2,L,2.97,1.34,1
Cutter,6.6,-2.86,53.95,5.84,89.7,2345.0,186.0,2.42,1.82,0.47,0.78,0,0,0,0,0,2,L,3.1,1.51,0
4-Seam Fastball,6.5,-2.41,53.99,6.03,94.5,2259.0,208.0,0.05,2.01,-0.59,1.6,1,2,0,0,0,1,R,3.29,1.49,1
4-Seam Fastball,6.5,-3.04,54.01,5.81,93.4,2245.0,207.0,-0.85,1.77,-0.56,1.3,1,1,0,0,0,1,R,3.29,1.49,1
Changeup,6.6,-3.06,53.87,5.74,85.7,1544.0,223.0,-0.48,0.68,-1.18,0.05,0,1,0,0,0,1,R,3.39,1.61,0
Slider,6.5,-2.85,54.0,5.82,87.0,2522.0,96.0,0.05,1.98,0.6,-0.03,0,0,0,0,0,1,R,3.29,1.49,1
Knuckle Curve,6.4,-2.79,54.15,5.83,82.7,2579.0,33.0,0.14,1.09,0.33,-0.89,2,2,0,0,0,0,L,3.38,1.62,1
4-Seam Fastball,6.4,-2.93,54.1,5.89,93.0,2433.0,209.0,0.68,3.9,-0.29,1.34,1,2,0,0,0,0,L,3.59,1.77,0
Knuckle Curve,6.4,-2.91,54.13,5.89,82.7,2558.0,45.0,0.38,1.4,0.32,-0.97,1,1,0,0,0,0,L,3.38,1.62,1
Knuckle Curve,6.4,-2.95,54.15,5.97,82.5,2567.0,42.0,-0.66,1.08,0.32,-0.92,0,1,0,0,0,0,L,3.56,1.74,0
4-Seam Fastball,6.3,-2.79,54.22,6.06,92.4,2360.0,208.0,-0.08,2.0,-0.48,1.5,0,0,0,0,0,0,L,3.66,1.74,0
Knuckle Curve,6.5,-2.73,53.98,5.85,83.4,2684.0,37.0,0.85,0.16,0.21,-1.1,1,2,1,0,1,2,L,3.51,1.67,1
Knuckle Curve,6.3,-2.87,54.21,5.89,83.6,2534.0,32.0,0.36,1.83,0.14,-0.93,1,1,1,0,1,2,L,3.51,1.67,1
Cutter,6.4,-2.92,54.12,5.94,90.0,2418.0,183.0,1.35,4.04,0.49,0.72,0,1,1,0,1,2,L,3.69,1.74,0
4-Seam Fastball,6.6,-2.66,53.94,6.05,95.2,2427.0,203.0,-0.45,1.93,-0.39,1.64,0,0,1,0,1,2,L,3.62,1.8,0
Changeup,6.5,-3.0,53.99,5.81,85.8,1563.0,227.0,-0.8,2.41,-0.99,0.37,2,2,1,0,1,1,R,3.54,1.7,1
Knuckle Curve,6.4,-2.88,54.09,5.84,84.2,2495.0,32.0,1.09,0.61,0.41,-0.96,1,2,1,0,1,1,R,3.66,1.77,0
4-Seam Fastball,6.5,-2.92,54.02,5.82,93.4,2294.0,214.0,0.09,2.95,-0.19,1.3,1,1,1,0,1,1,R,3.54,1.7,1
Knuckle Curve,6.3,-2.98,54.18,5.95,83.2,2515.0,26.0,0.69,0.91,0.35,-1.02,0,1,1,0,1,1,R,3.66,1.74,0
Knuckle Curve,6.3,-2.82,54.16,5.92,84.5,2556.0,36.0,0.85,2.2,0.11,-0.9,0,0,1,0,1,1,R,3.54,1.7,1
Knuckle Curve,6.3,-2.77,54.22,6.05,81.8,2502.0,34.0,-0.15,2.53,0.13,-0.79,1,0,0,0,1,1,L,3.42,1.67,1
Knuckle Curve,6.3,-2.79,54.2,5.96,83.6,2472.0,35.0,0.56,0.46,0.23,-0.81,0,0,0,0,1,1,L,3.56,1.77,0
4-Seam Fastball,6.6,-2.66,53.92,6.0,94.1,2356.0,204.0,-0.48,2.87,-0.18,1.46,0,0,0,0,0,1,L,3.5,1.63,1
4-Seam Fastball,6.4,-2.61,54.1,6.1,92.6,2267.0,207.0,0.21,3.25,-0.3,1.42,1,2,0,0,0,0,R,3.51,1.66,1
4-Seam Fastball,6.4,-2.94,54.11,5.92,93.3,2372.0,206.0,-0.68,2.58,-0.3,1.42,1,1,0,0,0,0,R,3.51,1.66,1
Knuckle Curve,6.4,-2.8,54.12,6.03,81.3,2563.0,38.0,0.52,0.61,0.82,-1.26,0,1,0,0,0,0,R,3.75,1.74,0
4-Seam Fastball,6.4,-2.71,54.1,6.11,93.6,2295.0,204.0,0.23,3.08,-0.36,1.62,0,0,0,0,0,0,R,3.51,1.66,1
Cutter,6.5,-2.89,54.01,5.74,90.0,2388.0,161.0,0.9,2.77,0.54,0.4,1,2,0,0,0,2,L,3.24,1.59,1
Knuckle Curve,6.6,-2.82,53.89,5.74,84.0,2586.0,37.0,-0.03,0.52,0.26,-0.76,0,2,0,0,0,2,L,3.19,1.59,0
Cutter,6.5,-2.85,54.01,5.84,90.8,2422.0,194.0,0.32,2.86,0.43,0.6,0,1,0,0,0,2,L,3.24,1.59,1
Cutter,6.7,-2.84,53.79,5.78,90.7,2374.0,185.0,0.29,2.21,0.15,0.46,0,0,0,0,0,2,L,3.24,1.59,1
Changeup,6.7,-2.99,53.8,5.68,85.0,1507.0,233.0,-0.52,1.39,-1.07,0.14,3,2,0,0,0,1,R,3.62,1.69,1
Changeup,6.7,-3.04,53.85,5.69,84.6,1447.0,219.0,-2.21,2.04,-0.99,0.2,2,2,0,0,0,1,R,3.49,1.69,0
Knuckle Curve,6.6,-2.81,53.9,5.79,83.0,2598.0,35.0,-0.04,-0.41,0.41,-1.06,1,2,0,0,0,1,R,3.52,1.57,0
Changeup,6.8,-2.93,53.68,5.71,85.9,1479.0,226.0,-0.55,1.72,-1.28,0.47,1,2,0,0,0,1,R,3.62,1.69,1
4-Seam Fastball,6.9,-2.57,53.63,5.96,93.7,2439.0,212.0,1.37,2.73,-0.42,1.6,1,1,0,0,0,1,R,3.62,1.69,1
Changeup,6.5,-3.01,53.99,5.81,85.8,1555.0,232.0,-0.47,1.57,-1.21,0.57,1,0,0,0,0,1,R,3.62,1.69,1
4-Seam Fastball,6.8,-2.49,53.74,6.0,93.4,2362.0,208.0,0.99,2.54,-0.36,1.49,0,0,0,0,0,1,R,3.52,1.69,0
4-Seam Fastball,6.7,-2.67,53.78,6.02,93.2,2426.0,209.0,0.63,2.34,-0.25,1.47,0,0,0,0,0,0,R,3.68,1.71,1
4-Seam Fastball,6.7,-2.79,53.76,5.93,95.7,2411.0,208.0,0.22,1.72,-0.54,1.47,3,2,0,0,1,2,L,3.0,1.41,0
4-Seam Fastball,6.8,-2.79,53.7,5.93,95.2,2299.0,208.0,-0.51,2.42,-0.4,1.41,3,2,0,0,1,2,L,3.03,1.5,1
Changeup,6.8,-2.96,53.74,5.67,84.8,1432.0,229.0,0.82,1.15,-1.15,-0.03,2,2,0,0,1,2,L,3.03,1.48,0
Knuckle Curve,6.6,-2.92,53.9,5.76,85.0,2567.0,32.0,1.4,0.57,0.27,-0.61,1,2,0,0,1,2,L,3.03,1.38,0
Changeup,6.7,-3.12,53.8,5.75,84.4,1577.0,233.0,0.26,2.07,-0.95,0.36,1,1,0,0,1,2,L,3.03,1.5,1
Changeup,6.8,-3.01,53.71,5.73,85.6,1564.0,228.0,-0.26,1.71,-1.31,0.38,1,0,0,0,1,2,L,3.23,1.44,0
Cutter,6.6,-2.92,53.9,5.79,89.6,2370.0,169.0,0.05,3.99,-0.1,0.52,0,0,0,0,1,2,L,3.26,1.57,0
4-Seam Fastball,6.7,-2.74,53.79,5.96,94.3,2288.0,206.0,0.0,2.96,-0.41,1.29,1,2,0,0,0,2,R,3.65,1.71,1
4-Seam Fastball,6.6,-2.75,53.86,5.91,93.9,2315.0,209.0,-0.18,2.65,-0.18,1.5,1,1,0,0,0,2,R,3.65,1.71,1
4-Seam Fastball,6.6,-2.75,53.89,5.97,93.8,2342.0,208.0,-0.91,3.06,-0.19,1.42,1,0,0,0,0,2,R,3.65,1.71,1
4-Seam Fastball,6.6,-3.13,53.91,5.85,92.1,2221.0,211.0,-1.04,4.39,-0.33,1.31,0,0,0,0,0,2,R,3.62,1.71,0
4-Seam Fastball,6.8,-2.82,53.74,5.82,93.1,2343.0,208.0,0.39,3.65,-0.31,1.47,1,0,0,0,0,1,L,3.41,1.56,1
Knuckle Curve,6.3,-2.92,54.16,5.84,83.6,2563.0,39.0,-1.3,2.45,0.42,-0.97,0,0,0,0,0,1,L,3.42,1.56,0
Knuckle Curve,6.4,-2.98,54.06,5.8,82.7,2555.0,42.0,-0.97,1.32,0.43,-1.05,2,2,0,0,0,0,R,3.47,1.62,1
4-Seam Fastball,6.8,-2.87,53.74,5.71,94.6,2465.0,215.0,-0.06,0.25,-0.62,1.62,1,2,0,0,0,0,R,3.36,1.54,0
4-Seam Fastball,6.6,-2.65,53.93,6.03,94.2,2510.0,204.0,-0.59,3.7,-0.4,1.76,0,2,0,0,0,0,R,3.39,1.62,0
4-Seam Fastball,6.6,-2.9,53.86,5.83,92.5,2453.0,213.0,0.2,1.71,-0.49,1.56,0,1,0,0,0,0,R,3.36,1.51,0
4-Seam Fastball,6.4,-2.69,54.09,6.07,92.6,2457.0,206.0,-0.06,2.59,-0.38,1.61,0,0,0,0,0,0,R,3.46,1.62,0
4-Seam Fastball,6.7,-2.8,53.76,5.84,94.6,2286.0,212.0,-0.11,1.88,-0.31,1.41,3,2,0,0,0,2,L,3.42,1.7,1
4-Seam Fastball,6.7,-2.84,53.75,5.86,94.4,2332.0,213.0,0.84,3.78,-0.32,1.31,2,2,0,0,0,2,L,3.56,1.77,0
Changeup,6.8,-3.01,53.74,5.69,85.5,1587.0,233.0,-0.54,1.23,-1.02,0.04,2,1,0,0,0,2,L,3.42,1.7,1
Changeup,7.0,-3.03,53.51,5.63,85.3,1551.0,229.0,0.96,1.96,-1.1,0.41,1,1,0,0,0,2,L,3.44,1.7,0
Changeup,6.5,-3.1,53.99,5.78,85.3,1484.0,228.0,-0.72,3.07,-1.05,0.05,1,0,0,0,0,2,L,3.61,1.82,0
Cutter,6.7,-2.79,53.77,5.76,90.2,2437.0,180.0,1.72,2.27,0.39,0.59,0,0,0,0,0,2,L,3.53,1.7,0
Changeup,6.7,-2.89,53.76,5.63,86.4,1495.0,228.0,-0.07,0.23,-1.08,0.17,0,2,0,0,0,1,R,3.55,1.65,1
Knuckle Curve,6.7,-2.83,53.79,5.79,83.7,2585.0,36.0,-0.15,0.5,0.36,-1.05,0,2,0,0,0,1,R,3.55,1.65,1
Changeup,6.7,-2.91,53.83,5.65,86.2,1391.0,226.0,0.21,2.07,-0.96,0.24,0,2,0,0,0,1,R,3.55,1.65,1
Knuckle Curve,6.4,-2.82,54.06,5.84,83.5,2572.0,44.0,-0.04,1.77,0.22,-1.01,0,1,0,0,0,1,R,3.55,1.65,1
Cutter,6.6,-3.02,53.92,5.78,88.8,2474.0,142.0,0.29,2.0,0.4,0.24,0,0,0,0,0,1,R,3.55,1.65,1
4-Seam Fastball,6.7,-2.78,53.78,5.93,93.9,2401.0,213.0,0.67,2.29,-0.45,1.57,1,2,0,0,0,0,L,3.23,1.59,0
Knuckle Curve,6.7,-2.87,53.77,5.75,83.1,2529.0,42.0,0.15,0.21,0.5,-1.09,0,2,0,0,0,0,L,3.2,1.57,0
4-Seam Fastball,6.7,-2.64,53.8,5.97,93.5,2317.0,204.0,0.94,3.04,-0.33,1.59,0,2,0,0,0,0,L,3.24,1.59,1
4-Seam Fastball,6.8,-2.71,53.74,5.92,94.4,2306.0,210.0,-0.05,2.9,-0.5,1.59,0,2,0,0,0,0,L,3.24,1.59,1
Cutter,6.6,-2.99,53.94,5.84,88.7,2361.0,209.0,1.06,2.06,0.28,0.72,0,1,0,0,0,0,L,3.24,1.59,1
Cutter,6.4,-2.94,54.11,5.94,88.3,2452.0,209.0,0.7,2.5,0.2,0.75,0,0,0,0,0,0,L,3.26,1.59,0
Knuckle Curve,6.7,-2.89,53.77,5.76,83.8,2515.0,37.0,0.68,0.14,0.63,-0.98,0,2,0,0,0,2,R,3.62,1.69,1
Changeup,6.7,-2.96,53.85,5.81,86.7,1466.0,226.0,-0.75,1.5,-1.08,0.39,0,1,0,0,0,2,R,3.62,1.69,1
4-Seam Fastball,6.7,-2.71,53.76,5.95,94.6,2462.0,208.0,0.31,2.25,-0.49,1.55,0,0,0,0,0,2,R,3.59,1.69,0
4-Seam Fastball,6.6,-2.8,53.92,5.94,94.4,2473.0,210.0,0.22,2.53,-0.33,1.48,0,0,0,0,0,1,R,3.68,1.71,1
4-Seam Fastball,6.6,-2.81,53.86,5.82,94.0,2440.0,212.0,0.37,1.95,-0.42,1.45,1,2,0,0,0,0,L,3.03,1.44,0
Cutter,6.4,-2.97,54.05,5.78,91.4,2433.0,201.0,0.73,1.74,0.03,0.93,1,1,0,0,0,0,L,3.13,1.44,0
Cutter,6.5,-2.91,54.01,5.85,90.2,2447.0,195.0,1.49,2.35,0.13,0.81,0,1,0,0,0,0,L,3.13,1.54,0
Cutter,6.4,-2.93,54.07,5.83,88.5,2431.0,185.0,0.15,2.11,0.26,0.66,0,0,0,0,0,0,L,3.13,1.48,0
Knuckle Curve,6.4,-2.96,54.1,5.79,84.2,2711.0,44.0,-0.25,2.04,0.38,-1.04,1,1,0,0,0,2,R,3.65,1.71,1
Knuckle Curve,6.6,-2.81,53.88,5.85,85.0,2676.0,31.0,0.58,0.9,0.25,-0.93,0,1,0,0,0,2,R,3.66,1.71,0
Knuckle Curve,6.6,-2.77,53.93,5.83,84.4,2613.0,34.0,0.93,1.31,0.29,-0.87,0,0,0,0,0,2,R,3.65,1.71,1
4-Seam Fastball,6.4,-2.81,54.07,5.93,94.0,2449.0,208.0,-0.45,2.34,-0.22,1.51,0,0,0,0,0,1,L,3.41,1.56,1
4-Seam Fastball,6.6,-2.72,53.92,6.03,94.8,2286.0,207.0,-0.33,2.97,-0.38,1.45,3,2,0,0,0,0,R,3.47,1.62,1
4-Seam Fastball,6.7,-2.84,53.83,5.84,94.6,2338.0,208.0,-0.85,0.98,-0.46,1.43,2,2,0,0,0,0,R,3.39,1.51,0
4-Seam Fastball,6.5,-3.03,54.04,5.86,93.8,2321.0,209.0,-1.3,2.9,-0.25,1.42,2,2,0,0,0,0,R,3.47,1.62,1
Knuckle Curve,6.5,-2.77,54.02,5.88,84.2,2543.0,33.0,0.78,2.04,0.17,-0.8,2,1,0,0,0,0,R,3.23,1.62,0
4-Seam Fastball,6.6,-2.73,53.87,6.03,94.4,2371.0,208.0,-0.09,1.97,-0.27,1.6,2,0,0,0,0,0,R,3.47,1.62,1
Knuckle Curve,6.5,-2.85,54.0,5.89,83.2,2488.0,37.0,0.4,1.62,0.27,-0.84,1,0,0,0,0,0,R,3.38,1.59,0
4-Seam Fastball,6.5,-2.7,54.04,6.06,93.3,2456.0,204.0,1.05,3.44,-0.13,1.62,0,0,0,0,0,0,R,3.39,1.54,0
Changeup,6.6,-3.03,53.92,5.8,86.3,1482.0,224.0,-0.92,1.5,-1.21,0.31,2,2,0,1,0,2,L,3.42,1.7,1
Cutter,6.5,-2.88,53.95,5.79,90.3,2382.0,173.0,0.3,2.56,0.71,0.38,2,1,0,1,0,2,L,3.42,1.7,1
4-Seam Fastball,6.6,-2.89,53.85,5.88,95.2,2296.0,213.0,0.03,4.31,-0.34,1.35,1,1,0,1,0,2,L,3.69,1.77,0
Changeup,6.7,-2.98,53.84,5.77,86.8,1568.0,225.0,-0.31,1.77,-0.92,0.4,1,0,0,1,0,2,L,3.59,1.74,0
4-Seam Fastball,6.5,-2.74,53.99,6.0,94.4,2355.0,200.0,0.25,4.56,-0.34,1.33,0,0,0,1,0,2,L,3.66,1.84,0
Knuckle Curve,6.6,-2.82,53.94,5.84,83.7,2586.0,38.0,0.63,1.48,0.47,-1.04,1,2,0,1,0,1,R,3.55,1.65,1
Knuckle Curve,6.5,-2.78,53.99,5.84,83.5,2623.0,36.0,0.46,0.33,0.46,-1.2,0,2,0,1,0,1,R,3.62,1.51,0
Knuckle Curve,6.4,-2.89,54.1,5.88,85.9,2622.0,44.0,-0.36,1.28,0.14,-0.87,0,1,0,1,0,1,R,3.55,1.65,1
